160000	8	1	1.79766	0	0.268602	97.4261	0.0856883
202500	8	1	0.351389	0	0.479604	155.977	0.0487233
250000	8	1	0.423802	0	0.874321	237.714	0.235245
2500	2	1	0.276172	0	0.00055948	0.0961808	2.0792e-05
10000	2	1	0.345667	0	0.000664603	1.53723	2.3148e-05
22500	2	1	0.334761	0	0.0120323	7.7731	2.5708e-05
40000	2	1	0.589784	0	0.0365629	24.5694	3.0192e-05
62500	2	1	0.361782	0	0.0870641	60.0348	3.3459e-05
90000	2	1	0.684445	0	0.191903	124.539	3.9659e-05
122500	2	1	0.410612	0	0.353756	230.76	4.3471e-05
2500	4	1	0.284043	0	0.000320547	0.047875	0.000200264
10000	4	1	0.315782	0	0.00127929	0.763964	0.00105709
22500	4	1	0.326932	0	0.00825577	3.86068	0.00382202
40000	4	1	0.547174	0	0.0223011	12.2008	0.0115533
62500	4	1	0.353249	0	0.0531738	29.7873	0.0288616
90000	4	1	0.613614	0	0.0958245	61.7452	0.0372013
122500	4	1	0.407428	0	0.192611	114.385	0.0866286
2500	8	1	0.312419	0	0.00017581	0.0238805	0.000631743
10000	8	1	0.340795	0	0.00147988	0.380706	0.000642157
22500	8	1	0.315479	0	0.00628159	1.92982	0.00130302
40000	8	1	0.603521	0	0.0100111	6.07499	0.00396892
62500	8	1	0.337048	0	0.020888	14.85	0.00406824
90000	8	1	0.594732	0	0.0402394	30.789	0.00703329
122500	8	1	0.409359	0	0.0754287	57.0433	0.0146632
160000	2	1	1.69481	0	0.502014	393.701	4.3352e-05
202500	2	1	0.58571	0	0.821126	630.798	4.4945e-05
2500	1	1	0.297237	0	0	0.192969	1.4475e-05
10000	1	1	0.304443	0	0	3.07711	1.4471e-05
22500	1	1	0.338248	0	0	15.5759	1.5812e-05
40000	1	1	0.6201	0	0	49.2527	1.4997e-05
62500	1	1	0.433445	0	0	120.279	1.623e-05
90000	1	1	0.710694	0	0	249.439	1.7989e-05
122500	1	1	0.560891	0	0	462.308	1.7844e-05
160000	1	1	2.56019	0	0	788.881	1.8279e-05
2500	16	1	0.352622	0	0.00022468	0.0119676	0.000645881
10000	16	1	0.41841	0	0.00110687	0.190274	0.000773203
22500	16	1	0.35951	0	0.00425086	0.962629	0.00180197
40000	16	1	0.602501	0	0.00911821	3.04265	0.00455643
62500	16	1	0.385606	0	0.0188791	7.41526	0.00882118
90000	16	1	0.633343	0	0.0353822	15.3822	0.0187927
122500	16	1	0.378196	0	0.0649875	28.498	0.0365068
160000	16	1	2.62973	0	0.152287	48.6118	0.108114
202500	16	1	0.403139	0	0.173421	77.8682	0.0987483
250000	16	1	0.416624	0	0.260038	118.681	0.153171
2500	24	1	0.34324	0	0.0002947	0.00801565	0.000662885
10000	24	1	0.340345	0	0.000847218	0.126854	0.00084032
22500	24	1	0.323677	0	0.00195023	0.641443	0.00147309
40000	24	1	0.589469	0	0.00560949	2.02707	0.00290338
62500	24	1	0.322724	0	0.0133352	4.94726	0.00561226
90000	24	1	0.621517	0	0.0195038	10.2384	0.00889355
122500	24	1	0.364267	0	0.0318035	18.9582	0.0143271
160000	24	1	3.41371	0	0.0452624	32.3429	0.0242747
202500	24	1	0.41655	0	0.0712479	51.8091	0.0404132
250000	24	1	0.426329	0	0.107421	78.9597	0.0590526
