2500	1	1	7.152e-06	7.152e-06	0.000156964	0.314869	1.3299e-05
10000	1	1	1.0605e-05	1.0605e-05	0.000751733	5.06785	1.5652e-05
22500	1	1	1.2622e-05	1.2622e-05	0.00173073	25.6765	1.6737e-05
40000	1	1	8.043e-06	8.043e-06	0.00311502	81.593	1.8707e-05
62500	1	1	7.67e-06	7.67e-06	0.0050235	199.157	2.0889e-05
90000	1	1	7.657e-06	7.657e-06	0.00752498	413.05	2.8087e-05
122500	1	1	7.942e-06	7.942e-06	0.0100324	765.884	2.2503e-05
160000	1	1	8.592e-06	8.592e-06	0.0130565	1303.32	2.4603e-05
2500	2	1	1.948e-06	1.88e-06	0.000253966	0.155386	0.000107292
10000	2	1	1.938e-06	1.837e-06	0.000605362	2.52037	0.00467506
22500	2	1	2.14e-06	1.851e-06	0.00443914	12.766	0.0294225
40000	2	1	2.101e-06	1.818e-06	0.0570472	40.402	0.0945089
62500	2	1	1.996e-06	1.996e-06	0.0267029	99.2557	0.272292
90000	2	1	2.211e-06	1.92e-06	0.0488761	205.77	0.417966
122500	2	1	2.168e-06	1.986e-06	0.371287	380.671	0.440344
160000	2	1	2.242e-06	2.001e-06	0.620411	649.443	0.750554
202500	2	1	2.268e-06	1.981e-06	1.81349	1041.13	0.404132
250000	2	1	2.367e-06	2.158e-06	2.02103	1589.48	1.53102
2500	4	1	2.171e-06	2.11e-06	0.00110851	0.0792584	4.4017e-05
10000	4	1	2.276e-06	2.155e-06	0.00759521	1.26605	0.000624193
22500	4	1	2.274e-06	1.96e-06	0.0305978	6.41012	0.00250578
40000	4	1	2.177e-06	1.953e-06	0.0906802	20.2552	0.00707127
62500	4	1	2.287e-06	2.287e-06	0.223521	49.4413	0.0184515
90000	4	1	2.366e-06	2.181e-06	0.726928	102.792	0.0563167
122500	4	1	2.32e-06	2.308e-06	0.791422	191.161	0.133268
160000	4	1	2.36e-06	2.36e-06	1.32563	326.11	0.246236
202500	4	1	1.807e-06	1.807e-06	2.12687	522.352	0.338162
250000	4	1	2.59e-06	2.407e-06	2.83302	796.318	0.350218
2500	16	1	2.803e-06	2.632e-06	0.00158988	0.019857	0.000637173
10000	16	1	4.755e-06	2.312e-06	0.00795073	0.316299	0.00108244
22500	16	1	3.393e-06	3.069e-06	0.0416223	1.59979	0.00116489
40000	16	1	2.848e-06	2.18e-06	0.113139	5.05566	0.00642813
62500	16	1	2.994e-06	2.595e-06	0.236894	12.3431	0.022938
90000	16	1	2.723e-06	2.239e-06	0.497099	25.5996	0.0601879
122500	16	1	3.044e-06	2.624e-06	0.874769	47.5452	0.0576379
160000	16	1	3.02e-06	2.731e-06	1.52093	81.0931	0.159169
202500	16	1	3.39e-06	3.249e-06	2.41161	129.893	0.22882
250000	16	1	3.163e-06	2.912e-06	4.0084	197.813	0.693219
2500	24	1	3.56e-06	2.789e-06	0.00270432	0.0133744	0.000661246
